TEAM HIT: Apr 15 14:23:16 {players = {1 = {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:65236", id = 22}1 = {name = Unpacked M 818 #41 with S-8KOM
CHAT: Apr 15 15:38:26 {name  = "Lightning 1-1 | Hethdor", ucid = "e08ce6ce9767c0234cbcc4fb4e7922ca", ip = "188.210.58.151:10970", id = 22} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "[VFA-1] Louistho", ucid = "45c100e9de1ec2c651df6eba1e1afa8e", ip = "83.114.17.23:52120", id = 23} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "68.33.191.226:54090", id = 24} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Weasel 5-1", ucid = "bd4f06b920c894e764ea5ddc52613d33", ip = "84.74.57.218:51212", id = 25} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "GrapeFruiT", ucid = "6dd6fa59e5a343c7c1a97a693b2d2195", ip = "95.90.197.223:47202", id = 26} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Banshee1-2 | Maddog", ucid = "7fd3b5ce907727786511cc0b4ab7a287", ip = "131.231.85.174:65435", id = 27} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Feesh", ucid = "044b1125c14dd543f4f1ffbac2c7b233", ip = "94.69.176.116:50308", id = 28} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Emkai 1-1 | stresel", ucid = "12fd3966af2e14324694ff74b76a264f", ip = "89.12.228.114:58909", id = 29} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "=MCPV= Nova", ucid = "e93c1e89f6ea334c7130061832d00046", ip = "50.102.210.114:52452", id = 30} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Snowman", ucid = "f1f73fa979eda578538d62145abe2e82", ip = "88.122.38.44:59523", id = 31} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "ToKeN*", ucid = "8fc452671f121bd0657f6f63fa78a97d", ip = "184.103.59.197:54349", id = 32} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Tucano", ucid = "84c6e1128e8b69e21be83e7695da4a56", ip = "91.160.175.153:31308", id = 33} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "=MCPV= Goose", ucid = "c3ab86d3fcb731f5915808181cfc67d5", ip = "68.190.6.45:36224", id = 34} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Talon 1-1 | Vulpecula", ucid = "ae926b2edb4ff7abb368196ebce509e9", ip = "91.191.178.106:3444", id = 35} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Great AgQc", ucid = "325a727a598c86a8377df238ae59b18c", ip = "135.19.197.41:51814", id = 36} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Mardrel", ucid = "65b2fc19a0bf5cc908511ebd8e472542", ip = "67.162.234.246:58123", id = 37} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Akub Goldberg", ucid = "838ae6eedad70700ffe51a3e81290a2e", ip = "91.3.147.183:58768", id = 38} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Okkuden", ucid = "b1b822fc8b762d0d4c811e0a2d4e6d9b", ip = "2.3.48.86:55424", id = 39} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Zaraza67", ucid = "5f23c223275f005dc6a3212e7b71d1d7", ip = "213.137.244.14:62240", id = 40} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:39:02 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "i didnt even get him" to all
CHAT: Apr 15 15:40:02 {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "138.75.39.101:60537", id = 10} said "2.7 feels like all the missiles performance has been changed" to all
CHAT: Apr 15 15:41:19 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "i thinj theyve replaced the explosives with dog turd" to all
TEAM HIT: Apr 15 15:50:01 {players = {1 = {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "138.75.39.101:60537", id = 10}1 = {name = =MCPV= Goose with AIM-54A-Mk60
CHAT: Apr 15 15:50:04 {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "138.75.39.101:60537", id = 10} said "omg" to all
CHAT: Apr 15 15:50:07 {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "138.75.39.101:60537", id = 10} said "sorry" to all
TEAM KILL: Apr 15 15:50:20 {players = {1 = {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "nil", id = 10}1 = {name = =MCPV= Goose with AIM-54A-Mk60
CHAT: Apr 15 15:50:52 {name  = "=MCPV= Goose", ucid = "c3ab86d3fcb731f5915808181cfc67d5", ip = "68.190.6.45:36224", id = 34} said "-forgive" to all (output suppressed by Slmod)
CHAT: Apr 15 15:55:50 {name  = "=MCPV= Nova", ucid = "e93c1e89f6ea334c7130061832d00046", ip = "50.102.210.114:52452", id = 30} said "Anyone in AV8 having TPOD issues?" to all
CHAT: Apr 15 15:56:01 {name  = "=MCPV= Nova", ucid = "e93c1e89f6ea334c7130061832d00046", ip = "50.102.210.114:52452", id = 30} said "w/ TPOD des" to all
