CHAT: Mar 30 20:36:20 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.11.187.100:60595", id = 3} said "it kicked me off wtf" to all
CHAT: Mar 31 19:49:25 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "There again!" to all
CHAT: Mar 31 19:51:02 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I need to take care of that Strela." to all
CHAT: Mar 31 19:51:18 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "i got something for that job" to all
CHAT: Mar 31 19:51:25 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "but if you want destroy it" to all
CHAT: Mar 31 19:51:27 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "but watch out" to all
CHAT: Mar 31 19:51:30 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "still some aa there" to all
CHAT: Mar 31 19:52:47 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "SAFE" to all
CHAT: Mar 31 19:54:53 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "nice one" to all
CHAT: Mar 31 19:55:02 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Thanks." to all
CHAT: Mar 31 19:56:11 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "nightman you a pro?" to all
CHAT: Mar 31 19:56:36 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Nope" to all
CHAT: Mar 31 19:56:53 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "But I try." to all
TEAM HIT: Mar 31 19:57:36 {players = {1 = {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:50441", id = 16}1 = {name = BlueMASH #6 with kamikaze
CHAT: Mar 31 19:58:40 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "What's with the runway? Is it damaged?" to all
CHAT: Mar 31 19:59:38 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Chute" to all
CHAT: Mar 31 19:59:42 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Drag chute" to all
CHAT: Mar 31 19:59:49 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "sorry bro" to all
CHAT: Mar 31 20:00:01 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "i pressed it too early" to all
CHAT: Mar 31 20:00:01 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You forgot the drag chute." to all
CHAT: Mar 31 20:00:10 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "No. It is still there." to all
CHAT: Mar 31 20:00:22 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "deadass i pressed p" to all
CHAT: Mar 31 20:00:42 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "The canister didn't deploy." to all
TEAM KILL: Mar 31 20:00:45 {players = {1 = {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "nil", id = 16}1 = {name = BlueMASH #6 with kamikaze
CHAT: Mar 31 20:00:47 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I was watching." to all
CHAT: Mar 31 20:01:09 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "you have discord ?" to all
CHAT: Mar 31 20:01:23 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "No. Sorry." to all
CHAT: Mar 31 20:01:38 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "k" to all
CHAT: Mar 31 20:01:44 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "we going krasnodar?" to all
CHAT: Mar 31 20:02:15 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I'm waiting to see if that guy takes the bogie." to all
CHAT: Mar 31 20:02:37 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "they have it covered." to all
CHAT: Mar 31 20:02:41 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Let's do Krasn." to all
CHAT: Mar 31 20:02:55 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "be right there" to all
CHAT: Mar 31 20:03:05 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Watch my payload and do the same." to all
CHAT: Mar 31 20:03:39 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "is this like a advanced tutorial" to all
CHAT: Mar 31 20:03:40 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "lmao" to all
CHAT: Mar 31 20:03:46 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Flir + Kh-58 + Vikhr + Kh-25MP" to all
CHAT: Mar 31 20:03:53 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "i got the MPU" to all
CHAT: Mar 31 20:04:28 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Good config." to all
CHAT: Mar 31 20:04:58 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Turn left." to all
CHAT: Mar 31 20:06:15 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Flaps 1." to all
CHAT: Mar 31 20:06:22 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "of course" to all
CHAT: Mar 31 20:06:34 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You are at 2." to all
CHAT: Mar 31 20:06:52 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "starting ones are 1" to all
CHAT: Mar 31 20:07:00 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said ">mind the potholes." to all
CHAT: Mar 31 20:07:09 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said ":D" to all
CHAT: Mar 31 20:07:19 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You are at 2." to all
CHAT: Mar 31 20:07:27 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Raise 1 notch." to all
CHAT: Mar 31 20:07:50 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "???" to all
CHAT: Mar 31 20:08:09 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "you lead bro" to all
CHAT: Mar 31 20:08:16 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Uuuffffff" to all
CHAT: Mar 31 20:08:21 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "That guy almost hit us." to all
CHAT: Mar 31 20:08:34 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Raise flaps 1 notch." to all
CHAT: Mar 31 20:08:49 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "i have starting flaps" to all
CHAT: Mar 31 20:08:53 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Nope." to all
CHAT: Mar 31 20:08:58 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Yiu are at 2." to all
CHAT: Mar 31 20:09:03 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Look at mine." to all
CHAT: Mar 31 20:09:20 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "bro thats when you fly normaly" to all
CHAT: Mar 31 20:09:22 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Tha's it." to all
CHAT: Mar 31 20:09:54 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Rotate at 300." to all
CHAT: Mar 31 20:10:34 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "tommyturbo, check six" to all
CHAT: Mar 31 20:10:55 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Autopil
ot" to all
CHAT: Mar 31 20:11:16 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "They almost have it cleared." to all
CHAT: Mar 31 20:11:16 {name  = "Tommyturbo32", ucid = "98e7800503b2b3968a71fecef262380b", ip = "24.224.128.246:55753", id = 23} said "yeah i seen behind, both there firing at the same time sadly" to all
CHAT: Mar 31 20:11:53 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Shall we proceed to Maykop?" to all
CHAT: Mar 31 20:12:04 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "indeed" to all
CHAT: Mar 31 20:12:09 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Ok." to all
CHAT: Mar 31 20:12:55 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Let's just hope someone takes the figters out first." to all
CHAT: Mar 31 20:13:07 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "we got it bro" to all
CHAT: Mar 31 20:13:23 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I'm always on the defensive." to all
CHAT: Mar 31 20:13:47 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "i took some rockets just in case" to all
CHAT: Mar 31 20:14:06 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You mean R-73?" to all
CHAT: Mar 31 20:14:10 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "So did I." to all
CHAT: Mar 31 20:14:15 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "good" to all
CHAT: Mar 31 20:14:31 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I just saw; you have R-60s." to all
CHAT: Mar 31 20:14:37 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Those are useless." to all
CHAT: Mar 31 20:14:38 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "better then nothing" to all
CHAT: Mar 31 20:14:54 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You could have taken also 2 R-73." to all
CHAT: Mar 31 20:14:59 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "ye" to all
CHAT: Mar 31 20:15:00 {name  = "Durin", ucid = "7b4c1b71c433eb99dded6aa92438dd97", ip = "46.114.138.210:44566", id = 25} said "sochi atc doesn't like russians, allways on hold :E" to all
CHAT: Mar 31 20:15:39 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Defending." to all
CHAT: Mar 31 20:15:58 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Ahhhh. I'm locked." to all
CHAT: Mar 31 20:16:10 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "suchoi left side" to all
CHAT: Mar 31 20:16:28 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "That guy is dead." to all
CHAT: Mar 31 20:16:33 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "ye" to all
CHAT: Mar 31 20:16:40 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Maybe not!" to all
CHAT: Mar 31 20:16:48 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "yes he will win" to all
CHAT: Mar 31 20:16:58 {name  = "Durin", ucid = "7b4c1b71c433eb99dded6aa92438dd97", ip = "46.114.138.210:44566", id = 25} said "dont lock me boys, im the friendly flanker" to all
CHAT: Mar 31 20:17:05 {name  = "Durin", ucid = "7b4c1b71c433eb99dded6aa92438dd97", ip = "46.114.138.210:44566", id = 25} said ":D" to all
CHAT: Mar 31 20:17:22 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "you know what to do nightman" to all
CHAT: Mar 31 20:17:40 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "bro where you going?" to all
CHAT: Mar 31 20:17:54 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "there's a bogie." to all
CHAT: Mar 31 20:17:59 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "RUN" to all
CHAT: Mar 31 20:18:07 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "imma stand and fight" to all
CHAT: Mar 31 20:18:13 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Don't." to all
CHAT: Mar 31 20:18:20 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said ":D" to all
CHAT: Mar 31 20:18:25 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "He's packing." to all
CHAT: Mar 31 20:18:32 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "Froggies, go west, I'll get him for you two" to all
CHAT: Mar 31 20:18:34 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "he will pack my ammo in his ass" to all
CHAT: Mar 31 20:18:42 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "You are brave." to all
CHAT: Mar 31 20:18:47 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "But dumb." to all
CHAT: Mar 31 20:18:56 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "go defensive" to all
CHAT: Mar 31 20:18:59 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Now you RUN!" to all
CHAT: Mar 31 20:19:09 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "chaff chafff chaff" to all
CHAT: Mar 31 20:19:19 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "chaff more" to all
CHAT: Mar 31 20:19:30 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Turn" to all
CHAT: Mar 31 20:19:54 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "That was wild!" to all
CHAT: Mar 31 20:19:57 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "understruktible" to all
CHAT: Mar 31 20:20:00 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "good job" to all
CHAT: Mar 31 20:20:01 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Well done." to all
CHAT: Mar 31 20:20:02 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "he's on me now" to all
CHAT: Mar 31 20:20:59 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "lets get him boys" to all
CHAT: Mar 31 20:21:05 {name  = "Foxtrot 420 | Bones", ucid = "e83005bb7d420bc1db630b5b0148cb27", ip = "109.130.237.254:61402", id = 2} said "Helo ! im very neto this sim !$ how is everyone doing$$" to all
CHAT: Mar 31 20:21:16 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "EYOOOOO" to all
CHAT: Mar 31 20:21:30 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "you guys are good now" to all
CHAT: Mar 31 20:21:40 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Thanks." to all
CHAT: Mar 31 20:21:47 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "yup!" to all
CHAT: Mar 31 20:21:57 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "We might as well clear this place and establish a base here." to all
CHAT: Mar 31 20:22:05 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "we need to" to all
CHAT: Mar 31 20:22:16 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "yes" to all
CHAT: Mar 31 20:22:28 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "3 missles evadet" to all
CHAT: Mar 31 20:22:35 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "im a a veteran now :D" to all
CHAT: Mar 31 20:22:47 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "*queue fortunate son*" to all
CHAT: Mar 31 20:23:07 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "hello spezza" to all
CHAT: Mar 31 20:24:19 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "good stuff" to all
CHAT: Mar 31 20:24:25 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "lol" to all
CHAT: Mar 31 20:24:37 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Proceeding." to all
CHAT: Mar 31 20:24:55 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "last attack on maykop" to all
CHAT: Mar 31 20:24:56 {name  = "Greyhound 1-1 | Apollo", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:63112", id = 19} said "you guys got anti-rad missiles?" to all
CHAT: Mar 31 20:25:03 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "only few aa remaining" to all
CHAT: Mar 31 20:25:10 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "We will get there too late." to all
CHAT: Mar 31 20:26:02 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "there is a base north of maykop" to all
CHAT: Mar 31 20:26:04 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "maybe there" to all
CHAT: Mar 31 20:26:27 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "But the mission will end as soon as Maykop is cleared." to all
CHAT: Mar 31 20:26:39 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "yeah" to all
CHAT: Mar 31 20:27:36 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.167:2827", id = 8} said "Is it over?" to all
CHAT: Mar 31 20:27:40 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Ahhhhh" to all
CHAT: Mar 31 20:27:40 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.167:2827", id = 8} said "Ok..." to all
CHAT: Mar 31 20:27:46 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.167:2827", id = 8} said "Just joined. Nice" to all
CHAT: Mar 31 20:27:48 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "great work" to all
CHAT: Mar 31 20:27:50 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Good job gentlemen." to all
CHAT: Mar 31 20:28:18 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:61882", id = 13} said "excelent work" to all
CHAT: Mar 31 20:28:25 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I'm goingto diner and then I'll be back." to all
CHAT: Mar 31 20:28:35 {name  = "Foxtrot 420 | Bones", ucid = "e83005bb7d420bc1db630b5b0148cb27", ip = "109.130.237.254:61402", id = 2} said "good job !!!i just spawned and did not dop anything butyeah goodjob guys!" to all
CHAT: Mar 31 20:28:58 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Half the time." to all
CHAT: Mar 31 20:31:37 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.167:2827", id = 8} said "Yo GUYVER" to all
CHAT: Mar 31 20:31:46 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:50441", id = 16} said "hello" to all
CHAT: Mar 31 20:32:13 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "Hi!" to all
CHAT: Mar 31 20:32:29 {name  = "George", ucid = "f4ade845b96816f9f87c5925682045c9", ip = "79.18.246.123:53233", id = 20} said "-motd" to all (output suppressed by Slmod)
CHAT: Mar 31 20:32:32 {name  = "Foxtrot 420 | Bones", ucid = "e83005bb7d420bc1db630b5b0148cb27", ip = "109.130.237.254:61402", id = 2} said "Hello :)" to all
CHAT: Mar 31 20:34:01 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:62148", id = 4} said "yo nightman some guys will too" to all
CHAT: Mar 31 20:34:01 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:62148", id = 4} said "we can do some good cas" to all
CHAT: Mar 31 20:34:31 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "What?" to all
CHAT: Mar 31 20:34:36 {name  = "NightMan", ucid = "c7058d7557faf515cbcc73f4a80545b7", ip = "149.90.10.73:59756", id = 24} said "I didn't understand." to all
TEAM HIT: Mar 31 20:35:01 {players = {1 = {name  = "EL", ucid = "8fc452671f121bd0657f6f63fa78a97d", ip = "184.103.21.126:51289", id = 26}1 = {name = Moustafa with kamikaze
TEAM HIT: Mar 31 20:35:01 {players = {1 = {name  = "Moustafa", ucid = "9c255980a3833a0fee634d3a8c9fe4ea", ip = "37.231.244.132:12698", id = 9}1 = {name = EL with F/A-18C Lot 20
CHAT: Mar 31 20:35:02 {name  = "Galaxar", ucid = "d2f4136fdaea20ac5122d618d620b94f", ip = "188.167.15.96:62148", id = 4} said "Some guys will ceom too" to all
