CHAT: May 26 15:33:22 {name  = "Captain Poonslay", ucid = "e100b1b187882be1c97f756442769b66", ip = "69.130.247.5:51830", id = 16} said "LMAOOOO IM DRIFTIN LIKE A MADMAN BRUH" to all
CHAT: May 26 16:56:41 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Buzz", ucid = "8fd1acf2252416fa7b7a99c721c7c937", ip = "82.9.100.82:60976", id = 24} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "remilamoula", ucid = "82105bfc0b695cb1736a3b2adebf5791", ip = "90.125.104.222:64275", id = 25} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Sxlvation", ucid = "db842ca6170962f2cd0ae6b63ab7eafe", ip = "109.17.41.139:47891", id = 26} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Gnomo", ucid = "8e8dc55c4676c2ab82bb42681049b658", ip = "85.56.251.163:50436", id = 28} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Viking 1-1", ucid = "1c7ecd2b888ed4faa6f8486aa790e4cf", ip = "188.228.57.131:50822", id = 29} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Paconano", ucid = "199e09fa72eb31f854e6b034727f6cdb", ip = "92.186.101.144:57023", id = 30} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:56:41 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "GUYVER ARMOR" to spectators." to all
CHAT: May 26 16:57:10 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "thankyou india 1-1" to all
CHAT: May 26 16:57:11 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "thats just abuse of admins rights..." to all
CHAT: May 26 16:57:19 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "chill out man." to all
CHAT: May 26 16:57:23 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "w this why was i kicked out i havent even started flying" to all
CHAT: May 26 16:57:28 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "not everyone is reading the chat." to all
CHAT: May 26 16:57:37 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "bro i sent an admin message telling you hold short" to all
CHAT: May 26 16:57:49 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "i am in vr" to all
CHAT: May 26 16:57:58 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "and i have the chat closed." to all
CHAT: May 26 16:58:02 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "simple as that" to all
CHAT: May 26 16:58:06 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "other people in vr have no problem" to all
CHAT: May 26 16:58:08 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "rules are rules mate" to all
CHAT: May 26 16:58:11 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "cant read your messages." to all
CHAT: May 26 16:58:17 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "i sent admin message" to all
CHAT: May 26 16:58:19 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "they show to everyone" to all
CHAT: May 26 16:58:21 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "nice" to all
CHAT: May 26 16:58:21 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "in the server" to all
CHAT: May 26 16:58:24 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "congrats" to all
CHAT: May 26 16:58:24 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "you cant close them lol" to all
CHAT: May 26 16:58:30 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "-admin spec you cant not see this" to all (output suppressed by Slmod)
CHAT: May 26 16:58:35 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "uhm" to all
CHAT: May 26 16:58:38 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "how bout no?" to all
CHAT: May 26 16:58:42 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "there was no message?" to all
CHAT: May 26 16:59:06 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "well if you need to compensate for something, go ahead :)" to all
CHAT: May 26 16:59:26 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "-admin alert This is an admin alert, everyone sees this" to all (output suppressed by Slmod)
CHAT: May 26 16:59:27 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Hirezias", ucid = "5ddf52008065324b118ff802011a4ad5", ip = "90.79.223.199:64871", id = 6} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "The Orange Sjeik", ucid = "d390fc1207aea46f0075091ebf226221", ip = "217.62.111.206:63771", id = 10} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Buzz", ucid = "8fd1acf2252416fa7b7a99c721c7c937", ip = "82.9.100.82:60976", id = 24} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "remilamoula", ucid = "82105bfc0b695cb1736a3b2adebf5791", ip = "90.125.104.222:64275", id = 25} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Sxlvation", ucid = "db842ca6170962f2cd0ae6b63ab7eafe", ip = "109.17.41.139:47891", id = 26} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Gnomo", ucid = "8e8dc55c4676c2ab82bb42681049b658", ip = "85.56.251.163:50436", id = 28} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Viking 1-1", ucid = "1c7ecd2b888ed4faa6f8486aa790e4cf", ip = "188.228.57.131:50822", id = 29} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Paconano", ucid = "199e09fa72eb31f854e6b034727f6cdb", ip = "92.186.101.144:57023", id = 30} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:27 {name  = "Pilot_Phantoma_2007", ucid = "33b1366c13da5e178539abe223fa770b", ip = "95.37.70.61:59359", id = 32} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:59:29 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Hirezias", ucid = "5ddf52008065324b118ff802011a4ad5", ip = "90.79.223.199:64871", id = 6} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "The Orange Sjeik", ucid = "d390fc1207aea46f0075091ebf226221", ip = "217.62.111.206:63771", id = 10} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Buzz", ucid = "8fd1acf2252416fa7b7a99c721c7c937", ip = "82.9.100.82:60976", id = 24} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "remilamoula", ucid = "82105bfc0b695cb1736a3b2adebf5791", ip = "90.125.104.222:64275", id = 25} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Sxlvation", ucid = "db842ca6170962f2cd0ae6b63ab7eafe", ip = "109.17.41.139:47891", id = 26} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Gnomo", ucid = "8e8dc55c4676c2ab82bb42681049b658", ip = "85.56.251.163:50436", id = 28} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Viking 1-1", ucid = "1c7ecd2b888ed4faa6f8486aa790e4cf", ip = "188.228.57.131:50822", id = 29} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Paconano", ucid = "199e09fa72eb31f854e6b034727f6cdb", ip = "92.186.101.144:57023", id = 30} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:29 {name  = "Pilot_Phantoma_2007", ucid = "33b1366c13da5e178539abe223fa770b", ip = "95.37.70.61:59359", id = 32} said "This is an admin alert, everyone sees this" to all
CHAT: May 26 16:59:34 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "can anyone explain why i was kicked out i heve not anything to brake any rules" to all
CHAT: May 26 16:59:50 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "the admin is just bollocks." to all
CHAT: May 26 16:59:52 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7617", id = 31} said "thats why :)" to all
CHAT: May 26 17:00:07 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "Guyver you didnt hold short when f16 was landing" to all
CHAT: May 26 17:00:12 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "landings take priorty, read rules" to all
CHAT: May 26 17:00:15 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "he also put it in chat" to all
CHAT: May 26 17:01:02 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "you got to be kidding me" to all
CHAT: May 26 17:01:12 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "I sent u an admin messagfe" to all
CHAT: May 26 17:01:15 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "you ignored it" to all
CHAT: May 26 17:01:18 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "telling you to hold short" to all
CHAT: May 26 17:04:40 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "ok any body else taking off or landing i will wait since i see nothing" to all
CHAT: May 26 17:04:49 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "
clear to take active 04" to all
CHAT: May 26 17:05:55 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "its only because if 2 ppl collide it puts a hole in the runway which then other ppl get annoyed by" to all
CHAT: May 26 17:06:04 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "and then the 2 involved both have to sit reslot starting from start" to all
CHAT: May 26 17:06:43 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "just quick check f10 enough to see if anyone coming in enough" to all
CHAT: May 26 17:06:48 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "he was litterally about to land on you" to all
CHAT: May 26 17:07:19 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "and the other guy pulled out half way down the runway, which he would have landed and ploughed" to all
CHAT: May 26 17:07:21 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "straight into him" to all
CHAT: May 26 17:07:31 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "taking runway 04 maykop" to all
CHAT: May 26 17:08:18 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "looks good the su57 pit on the su30 i like it" to all
CHAT: May 26 17:08:50 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "wdym, is it a mod?" to all
CHAT: May 26 17:19:59 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "sos landing krashnodar" to all
CHAT: May 26 17:20:54 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "im coming for the patriot so dont shoot it" to all
CHAT: May 26 17:21:19 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "Maykop taking off runway 22" to all
CHAT: May 26 17:21:56 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "sorry f16 stering system not answering" to all
CHAT: May 26 17:24:00 {name  = "Buzz", ucid = "8fd1acf2252416fa7b7a99c721c7c937", ip = "82.9.100.82:61288", id = 10} said "DO YOU GET KICKED for teamkilling]" to all
TEAM HIT: May 26 17:38:50 {players = {1 = {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27}1 = {name = Gnomo with AGM-84H
TEAM KILL: May 26 17:38:50 {players = {1 = {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "nil", id = 27}1 = {name = Gnomo with AGM-84H
CHAT: May 26 17:39:40 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "i told him i had missiles on the way to the patriot" to all
CHAT: May 26 17:40:07 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "and he goes and kills the patriot" to all
CHAT: May 26 17:40:10 {name  = "Lutkan", ucid = "8d77e580b6fc9b1a73dd4a6cc2caf867", ip = "93.143.145.156:64799", id = 27} said "thats karma i guess" to all
CHAT: May 26 17:48:24 {name  = "The Orange Sjeik", ucid = "d390fc1207aea46f0075091ebf226221", ip = "217.62.111.206:63893", id = 24} said "-MOTD" to all (output suppressed by Slmod)
CHAT: May 26 17:50:59 {name  = "wolfhunter", ucid = "386899248944ba2a3db86c022c50eeee", ip = "84.67.115.149:50720", id = 38} said "hi folks!" to all
CHAT: May 26 17:51:08 {name  = "Buzz", ucid = "8fd1acf2252416fa7b7a99c721c7c937", ip = "82.9.100.82:61288", id = 10} said "HI" to all
