CHAT: Apr 18 06:54:07 {name  = "AstroWing", ucid = "e58d630cb197508be8faf521b0e12c9a", ip = "173.238.165.166:49867", id = 7} said "game crashed lol" to all
CHAT: Apr 18 09:42:58 {name  = "[RDAF] Nebse", ucid = "5f6e2397d4b4c26449353efb28496cbb", ip = "84.238.82.250:55117", id = 16} said "dude ive seen the f15 with 3 bags doing surstaind 15g turns in dogfights" to all
CHAT: Apr 18 09:43:08 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "lmfao do fuckin what" to all
CHAT: Apr 18 09:43:34 {name  = "[RDAF] Nebse", ucid = "5f6e2397d4b4c26449353efb28496cbb", ip = "84.238.82.250:55117", id = 16} said "not 1 time, seveal" to all
CHAT: Apr 18 09:43:45 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "kasper you got a laser des from your aircraft?" to all
CHAT: Apr 18 09:44:00 {name  = "[MA] KasperE", ucid = "b96dba48c7df8c7935fa68b2ba11f162", ip = "188.150.54.33:53616", id = 4} said "Yeah but i dont know how to use it yet :)" to all
CHAT: Apr 18 09:44:08 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "well damn my friend" to all
CHAT: Apr 18 09:44:20 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "do you have bombs to drop?" to all
CHAT: Apr 18 09:44:24 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "LGBs?" to all
CHAT: Apr 18 09:44:26 {name  = "[MA] KasperE", ucid = "b96dba48c7df8c7935fa68b2ba11f162", ip = "188.150.54.33:53616", id = 4} said "Noope" to all
CHAT: Apr 18 09:44:28 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "I can lase for you" to all
CHAT: Apr 18 09:44:29 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "nvm" to all
CHAT: Apr 18 09:45:40 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "elihal" to all
CHAT: Apr 18 09:45:42 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "you need to speed up" to all
CHAT: Apr 18 09:45:47 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "i cant make contact till you call" to all
CHAT: Apr 18 09:46:09 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "how are the clouds over kobuleti" to all
CHAT: Apr 18 09:46:22 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "closer" to all
CHAT: Apr 18 09:46:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "now try" to all
CHAT: Apr 18 09:47:09 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "can i refuel external fuel tanks in air to air?" to all
CHAT: Apr 18 09:47:20 {name  = "J-007", ucid = "b10a0e79d0aa1c93c49dc70f4435052b", ip = "80.100.93.34:50402", id = 23} said "yes" to all
CHAT: Apr 18 09:47:32 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "is there a switch or something?" to all
CHAT: Apr 18 09:47:39 {name  = "J-007", ucid = "b10a0e79d0aa1c93c49dc70f4435052b", ip = "80.100.93.34:50402", id = 23} said "what plane?" to all
CHAT: Apr 18 09:47:44 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "f16" to all
CHAT: Apr 18 09:47:50 {name  = "Eridan", ucid = "d6a1045bed4e6d5dd5b5f406fa44eb5f", ip = "93.19.73.234:54087", id = 33} said "too hard ..." to all
CHAT: Apr 18 09:47:59 {name  = "J-007", ucid = "b10a0e79d0aa1c93c49dc70f4435052b", ip = "80.100.93.34:50402", id = 23} said "um no it does it by standard i believe" to all
CHAT: Apr 18 09:48:08 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "ok. ill try it" to all
CHAT: Apr 18 09:48:10 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "thx" to all
CHAT: Apr 18 09:48:13 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "anyone wanna all get on srs?" to all
CHAT: Apr 18 09:48:16 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "instead of typing?" to all
CHAT: Apr 18 09:49:42 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "OH" to all
CHAT: Apr 18 09:49:44 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "that was you maz" to all
CHAT: Apr 18 09:49:45 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "LOL" to all
CHAT: Apr 18 09:49:51 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "bruh" to all
CHAT: Apr 18 09:49:55 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "that was me that just broke off" to all
CHAT: Apr 18 09:50:24 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "its not that hard to AAR" to all
CHAT: Apr 18 09:50:28 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "its really gentle" to all
CHAT: Apr 18 09:51:09 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "ill try it" to all
CHAT: Apr 18 09:51:22 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "honestly i connected" to all
CHAT: Apr 18 09:51:23 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "never done it before" to all
CHAT: Apr 18 09:51:26 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "i wanted to do a cool aar with a mirage" to all
CHAT: Apr 18 09:51:28 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "he gave up" to all
CHAT: Apr 18 09:51:30 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said ":/" to all
CHAT: Apr 18 09:51:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "hell" to all
CHAT: Apr 18 09:51:38 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "i made contact and took on some" to all
CHAT: Apr 18 09:51:39 {name  = "Cmos", ucid = "36f9cba7ca5e98513bbe8ece07dc4dd5", ip = "71.50.121.236:54688", id = 8} said ",MISSKE ON YOU ZERO" to all
CHAT: Apr 18 09:51:41 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "and i look over" to all
CHAT: Apr 18 09:51:42 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "he was gone" to all
CHAT: Apr 18 09:52:25 {name  = "J-007", ucid = "b10a0e79d0aa1c93c49dc70f4435052b", ip = "80.100.93.34:50402", id = 23} said "f18 what's youre fuel state because im at 2000 lbs and i need to rejoin fast" to all
CHAT: Apr 18 09:52:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "oh shit" to all
CHAT: Apr 18 09:52:36 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "maz" to all
CHAT: Apr 18 09:52:40 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "hey buddy" to all
CHAT: Apr 18 09:52:44 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "that tanker doesnt tank you" to all
CHAT: Apr 18 09:52:46 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "it wont" to all
CHAT: Apr 18 09:52:50 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "you need normal kc135" to all
CHAT: Apr 18 09:52:51 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "sorryt" to all
CHAT: Apr 18 09:53:08 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "it doesnt have the boomer?" to all
CHAT: Apr 18 09:53:22 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "no it does its not programmed to" to all
CHAT: Apr 18 09:53:25 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "just the baskets" to all
CHAT: Apr 18 09:53:32 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "believe me" to all
CHAT: Apr 18 09:53:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "i know its frustrating" to all
CHAT: Apr 18 09:53:44 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "ah ok thx" to all
CHAT: Apr 18 09:54:06 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "80.138.82.10:63643", id = 3} said "f10 is since 2.7 buggy" to all
CHAT: Apr 18 09:54:12 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "yeah" to all
CHAT: Apr 18 09:54:21 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "its been that way since forever" to all
CHAT: Apr 18 09:54:26 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.101.212:55246", id = 24} said "i actually suggested the MPRS units" to all
CHAT: Apr 18 09:58:08 {name  = "itsEmmanuel", ucid = "95d5eb360ad2f684b05050ccdcb67e96", ip = "175.34.16.129:50345", id = 4} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 18 10:01:33 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "fucked him up" to all
CHAT: Apr 18 10:01:33 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63146", id = 10} said "haha last kill" to all
CHAT: Apr 18 10:05:26 {name  = "itsEmmanuel", ucid = "95d5eb360ad2f684b05050ccdcb67e96", ip = "175.34.16.129:50345", id = 4} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 18 10:24:52 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:63674", id = 28} said "NEW CLO9UDS... GORGEROUS.........." to all
CHAT: Apr 18 10:37:53 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "79.219.222.96:49852", id = 23} said "hot mic on 305" to all
CHAT: Apr 18 10:38:29 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "any idea why it tabs out when i click on the srs overlay?" to all
CHAT: Apr 18 10:39:33 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "79.219.222.96:49852", id = 23} said "thx" to all
CHAT: Apr 18 10:45:35 {name  = "Ghostriderrr", ucid = "5c30ee1eb0c73e0c0b3e9b5a5fd9eb29", ip = "77.236.208.121:60558", id = 19} said "nice fight F155" to all
CHAT: Apr 18 10:45:37 {name  = "Ghostriderrr", ucid = "5c30ee1eb0c73e0c0b3e9b5a5fd9eb29", ip = "77.236.208.121:60558", id = 19} said "f15" to all
CHAT: Apr 18 10:46:07 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said ":(" to all
CHAT: Apr 18 10:49:48 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "beep beep" to all
CHAT: Apr 18 10:50:15 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "rip hornet taking off from grass" to all
CHAT: Apr 18 10:50:18 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:63674", id = 28} said "How do You like new clouds?\" to all
CHAT: Apr 18 10:50:26 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "they are awesome" to all
CHAT: Apr 18 10:50:33 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "They're great." to all
CHAT: Apr 18 10:50:37 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "and my performance is better" to all
CHAT: Apr 18 10:50:46 {name  = "{527}galbatorix060", ucid = "e37e7f9c3375dfacbdc26c8d773f8f82", ip = "93.41.116.170:60007", id = 20} said "really like them" to all
CHAT: Apr 18 10:50:51 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "Probably because visibillity under 3k is 0nmi. :b" to all
CHAT: Apr 18 10:50:52 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:63674", id = 28} said "mine too!" to all
CHAT: Apr 18 10:50:55 {name  = "Robin", ucid = "eb53002819dbbe1edba1864fef96d0c0", ip = "93.19.230.47:56984", id = 29} said "sry for the smoke on the runway iceman" to all
CHAT: Apr 18 10:54:19 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "hello there f16" to all
TEAM HIT: Apr 18 10:55:56 {players = {1 = {name  = "NWGJulian", ucid = "73d1f15477f5d7022483c2de720d68b6", ip = "84.115.228.123:15030", id = 17}1 = {name = Raider with M-61
TEAM HIT: Apr 18 10:56:03 {players = {1 = {name  = "NWGJulian", ucid = "73d1f15477f5d7022483c2de720d68b6", ip = "84.115.228.123:15030", id = 17}1 = {name = Raider with M-61
TEAM HIT: Apr 18 10:56:04 {players = {1 = {name  = "NWGJulian", ucid = "73d1f15477f5d7022483c2de720d68b6", ip = "84.115.228.123:15030", id = 17}1 = {name = Raider with M-61
TEAM HIT: Apr 18 10:56:05 {players = {1 = {name  = "NWGJulian", ucid = "73d1f15477f5d7022483c2de720d68b6", ip = "84.115.228.123:15030", id = 17}1 = {name = Raider with M-61
TEAM KILL: Apr 18 10:56:31 {players = {1 = {name  = "NWGJulian", ucid = "73d1f15477f5d7022483c2de720d68b6", ip = "nil", id = 17}1 = {name = Raider with M-61
CHAT: Apr 18 10:58:25 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:63674", id = 28} said "gotch ya" to all
CHAT: Apr 18 11:01:27 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "wtf the rwy is fucked on krashnodar" to all
CHAT: Apr 18 11:09:24 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "is the aim-9p5 new?" to all
CHAT: Apr 18 11:12:41 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "jesus ground attack will be stupid with this weather" to all
CHAT: Apr 18 11:12:41 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:51544", id = 31} said "what is the autopilot key for SU27 for pitch?" to all
CHAT: Apr 18 11:12:58 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "left alt 4" to all
CHAT: Apr 18 11:13:15 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "yeah took some mavericks and couldnt see shit lol" to all
CHAT: Apr 18 11:13:26 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "and weather is like that all the time on this server" to all
CHAT: Apr 18 11:13:57 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "Before it was just a single cloud level from 3k to 4k. New clouds kind of messed that up." to all
CHAT: Apr 18 11:14:00 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "i got 3 paveways no clue how imma do this shit" to all
CHAT: Apr 18 11:14:09 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "does the weather change anywhere on the map or is it all shit" to all
CHAT: Apr 18 11:14:12 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "Use the JTAC laser code?" to all
CHAT: Apr 18 11:14:20 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "i mean i really like the clouds but i think they should rermove constant rain and fog" to all
CHAT: Apr 18 11:14:26 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "fair enough" to all
CHAT: Apr 18 11:14:36 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "a dynamic rain and cloud would be awesome" to all
CHAT: Apr 18 11:14:37 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "ah" to all
CHAT: Apr 18 11:14:45 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "yeah...the 100% world rain coverage" to all
CHAT: Apr 18 11:15:06 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "hoggit is cancer because there's a solid cloud layer with 0 visibility below 5000" to all
CHAT: Apr 18 11:15:08 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "and canopy raindrop effect is not working :(" to all
CHAT: Apr 18 11:15:46 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "i was hoping 2.7 would remove the "worldwide" uniform cloud layer bullshit" to all
CHAT: Apr 18 11:20:15 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "getting about 10 FPS in VR" to all
CHAT: Apr 18 11:23:26 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "map designers are going to have to think about how much weather they add if they want people to A2G." to all
CHAT: Apr 18 11:23:40 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "weather clears up" to all
CHAT: Apr 18 11:23:42 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "79.219.222.96:49965", id = 13} said "tgp is useless" to all
CHAT: Apr 18 11:23:45 {name  = "mtt641", ucid = "20eba04acdb5621443853dcee841d1d3", ip = "86.130.147.140:50624", id = 14} said "Yeah not having an easy time with the weather" to all
CHAT: Apr 18 11:23:52 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "its been rain for 3 days now" to all
CHAT: Apr 18 11:23:57 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "not by much" to all
CHAT: Apr 18 11:24:00 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "only weapons that can be used are preplanned or SEAD" to all
CHAT: Apr 18 11:24:13 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "and IRL you cant preplan every tank and truck" to all
CHAT: Apr 18 11:24:13 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "or autolase your lgbs" to all
CHAT: Apr 18 11:24:20 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "hope you hit shit" to all
CHAT: Apr 18 11:24:21 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "which is cheating lol" to all
CHAT: Apr 18 11:24:22 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "also JTAC lazes" to all
CHAT: Apr 18 11:24:27 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "jtac is cheating even" to all
CHAT: Apr 18 11:24:33 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "how so" to all
CHAT: Apr 18 11:24:43 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "it has a magic laser that works in all conditions" to all
CHAT: Apr 18 11:24:49 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "that your TGP can see perfectly" to all
CHAT: Apr 18 11:24:52 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "and your bomb too" to all
CHAT: Apr 18 11:24:54 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "real life JTACs on the ground lase targets and bombers drop targets" to all
CHAT: Apr 18 11:25:05 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "in all weather? from high altittude, no" to all
CHAT: Apr 18 11:25:18 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "no not for all weather some shits too rough" to all
CHAT: Apr 18 11:25:30 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "this isnt a category 4 hurricane were flying in though" to all
CHAT: Apr 18 11:25:42 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "this is low cloud base with rain and fog" to all
CHAT: Apr 18 11:25:47 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "IR doesnt give a fuck" to all
CHAT: Apr 18 11:26:26 {name  = "Bear 1-1 | Brown", ucid = "7776b9e151107f6e517e1e78fb5e6944", ip = "98.154.24.146:22999", id = 29} said "good to know i have a "real" jtac in game to set me straight lulz" to all
CHAT: Apr 18 11:26:27 {name  = "Rammi", ucid = "7a465af6f6a1b7b485b3b5d325a48575", ip = "89.64.106.34:38443", id = 12} said "dude has half of my country missle storage on his F16" to all
CHAT: Apr 18 11:26:49 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "i never claimed to be a real JTAC lmfao" to all
CHAT: Apr 18 11:27:00 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "quit complaining about a video game" to all
CHAT: Apr 18 11:35:14 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "ground fire does look neat though through the rain" to all
CHAT: Apr 18 11:42:56 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "how are carrier landings in this weather?" to all
CHAT: Apr 18 11:43:00 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "anyone done it?" to all
