=== Log opened UTC 2021-12-11 11:23:52
2021-12-11 11:23:52.747 INFO    APP: Command line: "C:\Program Files\Eagle Dynamics\DCS World Server 1\bin\DCS.exe"  --norender --server -w StableServer1
2021-12-11 11:23:52.747 INFO    APP: DCS/2.7.7.15038 (x86_64; Windows NT 10.0.17763)
2021-12-11 20:16:51.623 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:16:51.624 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:17:36.627 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:17:36.627 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:18:21.630 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:18:21.630 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:19:06.634 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:19:06.634 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:19:51.637 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:19:51.637 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:20:36.640 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:20:36.641 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:21:21.644 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:21:21.644 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:22:06.647 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:22:06.647 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:22:51.651 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:22:51.651 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:23:36.654 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:23:36.654 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:24:21.657 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:24:21.657 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:25:06.661 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:25:06.661 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:25:51.664 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:25:51.664 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:26:36.668 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:26:36.668 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:27:21.671 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:27:21.671 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:28:06.674 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:28:06.674 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:28:51.678 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:28:51.678 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:29:36.681 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:29:36.681 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:30:21.685 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:30:21.685 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:31:06.688 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:31:06.688 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:31:51.691 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:31:51.691 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:32:36.695 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:32:36.695 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:33:21.698 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:33:21.698 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:34:06.702 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:34:06.702 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:34:51.705 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:34:51.705 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:35:36.708 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:35:36.708 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:36:21.712 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:36:21.712 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:37:06.715 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:37:06.715 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:37:51.718 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:37:51.719 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:38:36.722 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:38:36.722 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:39:21.725 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:39:21.725 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:40:06.729 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:40:06.729 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:40:51.732 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:40:51.732 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:41:36.735 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:41:36.736 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:42:21.739 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:42:21.739 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:43:06.742 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:43:06.742 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:43:51.746 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:43:51.746 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:44:36.749 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:44:36.749 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:45:21.752 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:45:21.753 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:46:06.756 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:46:06.756 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:46:51.759 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:46:51.759 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:47:36.763 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:47:36.763 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:48:21.766 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:48:21.766 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:49:06.769 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:49:06.770 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:49:51.773 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:49:51.773 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:50:36.776 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:50:36.776 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:51:21.780 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:51:21.780 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:52:06.783 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:52:06.783 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:52:51.786 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:52:51.786 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:53:36.790 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:53:36.790 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:54:21.793 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:54:21.793 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:55:06.797 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:55:06.797 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:55:51.800 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:55:51.800 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:56:36.803 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:56:36.803 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:57:21.807 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:57:21.807 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:58:06.810 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:58:06.810 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:58:51.814 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:58:51.814 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 20:59:36.817 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 20:59:36.817 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:00:21.820 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:00:21.820 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:01:06.824 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:01:06.824 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:01:51.827 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:01:51.827 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:02:36.831 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:02:36.831 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:03:21.834 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:03:21.834 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:04:06.837 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:04:06.837 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:04:51.841 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:04:51.841 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:05:36.844 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:05:36.844 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:06:21.848 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:06:21.848 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:07:06.851 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:07:06.851 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:07:51.854 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:07:51.854 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:08:36.858 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:08:36.858 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:09:21.861 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:09:21.861 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:10:06.864 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:10:06.865 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:10:51.868 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:10:51.868 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:11:36.871 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:11:36.871 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:12:21.875 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:12:21.875 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:13:06.878 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:13:06.878 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:13:51.881 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:13:51.882 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:14:36.885 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:14:36.885 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:15:21.888 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:15:21.888 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:16:06.892 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:16:06.892 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:16:51.895 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:16:51.895 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:17:36.898 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:17:36.899 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:18:21.902 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:18:21.902 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:19:06.905 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:19:06.905 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:19:51.909 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:19:51.909 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:20:36.912 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:20:36.912 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
2021-12-11 21:21:21.915 INFO    LuaNET: [jester::telemetry ] *heartbeat*
2021-12-11 21:21:21.915 INFO    LuaNET: [jester::hooks     ] ERROR: timer function failed: [string "C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_mod_telemetry.lua"]:30: attempt to index local 'info' (a nil value)
