CHAT: Dec 05 16:25:51 {name  = "Horseman 1-2 | Maddog", ucid = "2fdb9ab14d803bedcd1bfc73460d7db5", ip = "47.199.181.92:52807", id = 14} said "hornet you can go" to all
CHAT: Dec 10 22:19:29 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "mossa" to all
CHAT: Dec 10 22:19:30 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "mods bud" to all
CHAT: Dec 10 22:19:30 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "mods" to all
CHAT: Dec 10 22:19:49 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "you know what you are doing icarus? :D" to all
CHAT: Dec 10 22:19:50 {name  = "Red 5 | Gunz", ucid = "63070863d84a89baf4c7d1c09eba9a95", ip = "94.212.86.118:32589", id = 6} said "dunno cant find any enemy planes...i am out." to all
CHAT: Dec 10 22:19:58 {name  = "EF_A_Eighteen", ucid = "6a69076805c8edf56c2480dfb760b49d", ip = "67.170.161.134:49539", id = 7} said "Oh didn't realize this server allows mods" to all
CHAT: Dec 10 22:20:03 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "cleaning gaudata" to all
CHAT: Dec 10 22:20:04 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "why dont we get into vc on the discord?" to all
CHAT: Dec 10 22:20:13 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Crossing infront of you XD" to all
CHAT: Dec 10 22:20:30 {name  = "saeszea", ucid = "ce01e5b2de6b9ed7b9157dd70048a2f8", ip = "91.152.50.65:61889", id = 2} said "isntt that sochi not senaki" to all
CHAT: Dec 10 22:20:44 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Ready" to all
CHAT: Dec 10 22:20:45 {name  = "saeszea", ucid = "ce01e5b2de6b9ed7b9157dd70048a2f8", ip = "91.152.50.65:61889", id = 2} said "what" to all
CHAT: Dec 10 22:20:47 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "ready" to all
CHAT: Dec 10 22:20:51 {name  = "saeszea", ucid = "ce01e5b2de6b9ed7b9157dd70048a2f8", ip = "91.152.50.65:61889", id = 2} said "the fuck" to all
CHAT: Dec 10 22:20:52 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "wont be long" to all
CHAT: Dec 10 22:21:01 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "ill fly by and u launch on me ;-)" to all
CHAT: Dec 10 22:21:13 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "im moving now lads" to all
CHAT: Dec 10 22:22:08 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "high speed or low speed pass" to all
CHAT: Dec 10 22:22:09 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "?" to all
CHAT: Dec 10 22:22:12 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "heading guad" to all
CHAT: Dec 10 22:23:03 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.199.119.96:50526", id = 22} said "we already launched liquid, i didnt want to occupy the carrier so long" to all
CHAT: Dec 10 22:23:12 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "rgr overhad" to all
CHAT: Dec 10 22:25:06 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "diving on guad" to all
CHAT: Dec 10 22:26:34 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "she's taken" to all
CHAT: Dec 10 22:27:10 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "on it" to all
CHAT: Dec 10 22:27:47 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I got CBU99s" to all
CHAT: Dec 10 22:27:50 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I can help" to all
CHAT: Dec 10 22:29:14 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "CBU's are crap lol" to all
CHAT: Dec 10 22:29:43 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "on the last one.. watch how a TU uses gun runs" to all
CHAT: Dec 10 22:30:06 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.57.21:50501", id = 2} said "Hi ALl" to all
CHAT: Dec 10 22:30:12 {name  = "wolfhunter", ucid = "386899248944ba2a3db86c022c50eeee", ip = "90.243.198.182:55350", id = 24} said "hey maz!" to all
CHAT: Dec 10 22:30:25 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.57.21:50501", id = 2} said " hi wolf" to all
CHAT: Dec 10 22:30:28 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "ayooo" to all
CHAT: Dec 10 22:30:46 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Nothing happened chief lol" to all
CHAT: Dec 10 22:31:20 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "landing guad" to all
CHAT: Dec 10 22:31:32 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "going 5to level city" to all
CHAT: Dec 10 22:32:01 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "trees" to all
CHAT: Dec 10 22:33:39 {name  = "Kellereule", ucid = "a53315cf0340a1038a0c79b99fc00fea", ip = "77.21.249.119:29647", id = 10} said "Sochi Traffic Calling Emergency Runway 24" to all
CHAT: Dec 10 22:36:32 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "86.152.230.18:57538", id = 5} said "fucking hate freeZes" to all
CHAT: Dec 10 22:39:20 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "TU MAYDAY" to all
CHAT: Dec 10 22:41:55 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Thanks dude....." to all
CHAT: Dec 10 22:41:56 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "havent flown this for ages" to all
CHAT: Dec 10 22:43:17 {name  = "oyen20", ucid = "31a9b0252ef3c05d3d95606336539890", ip = "88.127.246.23:36190", id = 6} said "yeah an f5!!" to all
CHAT: Dec 10 22:43:36 {name  = "oyen20", ucid = "31a9b0252ef3c05d3d95606336539890", ip = "88.127.246.23:36190", id = 6} said "i was feeling lonely being the only cold war era plane" to all
CHAT: Dec 10 22:43:42 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "icarus wait up brosky" to all
CHAT: Dec 10 22:44:01 {name  = "oyen20", ucid = "31a9b0252ef3c05d3d95606336539890", ip = "88.127.246.23:36190", id = 6} said "and it s a mig28 great!" to all
CHAT: Dec 10 22:44:04 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "lol huryy up" to all
CHAT: Dec 10 22:45:39 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "permission to low level the runway?" to all
CHAT: Dec 10 22:45:45 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "go man" to all
CHAT: Dec 10 22:45:54 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "rgr turning in" to all
CHAT: Dec 10 22:47:04 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "well that was low lol" to all
CHAT: Dec 10 22:47:15 {name  = "mri machine", ucid = "b51c4929272a276af63ba434273cc61c", ip = "46.165.146.161:51721", id = 11} said "i got turbulence by u :)" to all
CHAT: Dec 10 22:47:34 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I thin I missed the mig21 by like a foot" to all
CHAT: Dec 10 22:47:54 {name  = "oyen20", ucid = "31a9b0252ef3c05d3d95606336539890", ip = "88.127.246.23:36190", id = 6} said "yeah that was close" to all
CHAT: Dec 10 22:48:15 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Had to do it to em" to all
CHAT: Dec 10 22:48:17 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "Yeaaaah boys" to all
CHAT: Dec 10 22:49:32 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "uhhhh liquid" to all
CHAT: Dec 10 22:49:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "you're going the wrong way" to all
CHAT: Dec 10 22:49:45 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "issues.. controls not set.. trim a mess" to all
CHAT: Dec 10 22:49:48 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "or no trim lolk" to all
CHAT: Dec 10 22:49:56 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "alright I'll go strike then" to all
CHAT: Dec 10 22:50:32 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "sorted" to all
CHAT: Dec 10 22:50:37 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "nvm lol" to all
CHAT: Dec 10 22:50:38 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "damm lol" to all
CHAT: Dec 10 22:53:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Where we spawning?" to all
CHAT: Dec 10 22:54:39 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "runway uin use in maykop to avoind a mess?" to all
CHAT: Dec 10 22:55:26 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "ok lads 04 maykop please" to all
CHAT: Dec 10 22:55:37 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "i need FULL lenght on TU loadout" to all
CHAT: Dec 10 22:58:24 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Wait up chief" to all
CHAT: Dec 10 22:58:31 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "holidng short" to all
CHAT: Dec 10 22:58:45 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "rwy 04 .. form up squad.. are we doing discord?" to all
CHAT: Dec 10 22:58:59 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I dont even remember how to fly the viper rn haha" to all
CHAT: Dec 10 22:59:06 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I dont have a mic" to all
CHAT: Dec 10 22:59:12 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "ok" to all
CHAT: Dec 10 22:59:45 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "we all working west side first?" to all
CHAT: Dec 10 23:00:14 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Sure" to all
CHAT: Dec 10 23:00:51 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "my SEAD flight path with Rwy22 maykop.. LEft turn to anapa and krymsk SAMS as primaries.. can u sup?" to all
CHAT: Dec 10 23:01:26 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "yep" to all
CHAT: Dec 10 23:01:30 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Take off" to all
CHAT: Dec 10 23:02:58 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "ready" to all
CHAT: Dec 10 23:04:31 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "275" to all
CHAT: Dec 10 23:06:35 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "Takeof 04" to all
CHAT: Dec 10 23:07:20 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "what!???" to all
CHAT: Dec 10 23:07:30 {name  = "Kellereule", ucid = "a53315cf0340a1038a0c79b99fc00fea", ip = "77.21.249.119:29650", id = 9} said "Zero discord is Off" to all
CHAT: Dec 10 23:08:10 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "icarus let me clean up down here below us first" to all
CHAT: Dec 10 23:08:17 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "rgr" to all
CHAT: Dec 10 23:14:54 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "oof" to all
CHAT: Dec 10 23:15:24 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "what happened?" to all
CHAT: Dec 10 23:19:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "the harms in the viper are broken lol" to all
TEAM HIT: Dec 10 23:19:49 {players = {1 = {name  = "7JRH", ucid = "1349cfbb61ef7fb889919404d22114a8", ip = "176.45.214.210:50673", id = 7}1 = {name = Wounded Pilot #3651 with kamikaze
TEAM KILL: Dec 10 23:19:51 {players = {1 = {name  = "7JRH", ucid = "1349cfbb61ef7fb889919404d22114a8", ip = "nil", id = 7}1 = {name = Wounded Pilot #3651 with kamikaze
CHAT: Dec 10 23:20:21 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "fly stay clear on my way" to all
CHAT: Dec 10 23:21:39 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Running SEAD south" to all
CHAT: Dec 10 23:22:36 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I cant even set the pressure to 31.1 lol" to all
CHAT: Dec 10 23:24:08 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "klarc heads up pass on anapa" to all
CHAT: Dec 10 23:24:23 {name  = "klarc", ucid = "be325b4b75aa2c0bf4045657862e4b47", ip = "193.138.44.136:33014", id = 16} said "watch out for AAA" to all
CHAT: Dec 10 23:24:32 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "will help u" to all
CHAT: Dec 10 23:26:19 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "cleasr" to all
CHAT: Dec 10 23:26:49 {name  = "klarc", ucid = "be325b4b75aa2c0bf4045657862e4b47", ip = "193.138.44.136:33014", id = 16} said "nice" to all
CHAT: Dec 10 23:26:56 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "move up" to all
CHAT: Dec 10 23:29:55 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "stennis is bugged" to all
CHAT: Dec 10 23:30:16 {name  = "7JRH", ucid = "1349cfbb61ef7fb889919404d22114a8", ip = "176.45.214.210:50673", id = 7} said "thx porg" to all
CHAT: Dec 10 23:31:01 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "klark im winchester bro" to all
CHAT: Dec 10 23:31:07 {name  = "klarc", ucid = "be325b4b75aa2c0bf4045657862e4b47", ip = "193.138.44.136:33014", id = 16} said "np" to all
CHAT: Dec 10 23:31:34 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "any cap aabout anapa ??? have 2 x mig 29 on my case from the north.. need help" to all
CHAT: Dec 10 23:31:35 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "bro watch out" to all
CHAT: Dec 10 23:31:40 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Don't turn into people" to all
CHAT: Dec 10 23:31:41 {name  = "klarc", ucid = "be325b4b75aa2c0bf4045657862e4b47", ip = "193.138.44.136:33014", id = 16} said "i'm trying to find a good sniping spot" to all
CHAT: Dec 10 23:31:52 {name  = "klarc", ucid = "be325b4b75aa2c0bf4045657862e4b47", ip = "193.138.44.136:33014", id = 16} said "bastards keep locking me" to all
TEAM HIT: Dec 10 23:34:28 {players = {1 = {name  = "Daxx", ucid = "eafb3ad3d77c41f493d64ef84c4014ee", ip = "82.123.2.202:51516", id = 3}1 = {name = New Static Object #196 with F/A-18C Lot 20
TEAM HIT: Dec 10 23:34:28 {players = {1 = {name  = "Daxx", ucid = "eafb3ad3d77c41f493d64ef84c4014ee", ip = "82.123.2.202:51516", id = 3}1 = {name = New Static Object #197 with F/A-18C Lot 20
TEAM KILL: Dec 10 23:34:29 {players = {1 = {name  = "Daxx", ucid = "eafb3ad3d77c41f493d64ef84c4014ee", ip = "nil", id = 3}1 = {name = New Static Object #197 with F/A-18C Lot 20
TEAM KILL: Dec 10 23:34:29 {players = {1 = {name  = "Daxx", ucid = "eafb3ad3d77c41f493d64ef84c4014ee", ip = "nil", id = 3}1 = {name = New Static Object #196 with F/A-18C Lot 20
CHAT: Dec 10 23:35:42 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "icarus? status? im flying south from your group to kill ship.." to all
CHAT: Dec 10 23:35:55 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "then north for next 2 ships.. all this till then 2 migs get wiped" to all
CHAT: Dec 10 23:36:05 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I was running sead strikes" to all
CHAT: Dec 10 23:38:21 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "oof" to all
CHAT: Dec 10 23:41:01 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "nice" to all
CHAT: Dec 10 23:41:16 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "gg" to all
CHAT: Dec 10 23:42:00 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "tracking north for 2 x ships" to all
CHAT: Dec 10 23:42:50 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "then all the way south east to kill that 1 ship in harrbour.. then rtb maykop" to all
CHAT: Dec 10 23:45:40 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "FUcking Gooooood JOB boody" to all
CHAT: Dec 10 23:45:40 {name  = "Cobbler-44", ucid = "115fed4a1dd290176f772ab21afc88e0", ip = "2.219.128.237:63463", id = 17} said "bollox" to all
CHAT: Dec 10 23:45:41 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "bran that was a hell of a swisors" to all
CHAT: Dec 10 23:45:48 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "hahaha" to all
CHAT: Dec 10 23:46:11 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "GG lads.. great dogfight.. that mig put up a gg fight" to all
CHAT: Dec 10 23:46:36 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "haha damnyes" to all
CHAT: Dec 10 23:46:42 {name  = "Cobbler-44", ucid = "115fed4a1dd290176f772ab21afc88e0", ip = "2.219.128.237:63463", id = 17} said "not feeling it" to all
CHAT: Dec 10 23:46:43 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "with 2 x stalls" to all
CHAT: Dec 10 23:48:38 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "look to your left" to all
CHAT: Dec 10 23:50:38 {name  = "MarbleSack", ucid = "a35f3c79eace94e20ff9102fd373eb64", ip = "97.104.62.13:57609", id = 11} said "How impatient are you guys" to all
CHAT: Dec 10 23:52:44 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "Fuel !" to all
CHAT: Dec 10 23:52:50 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "out of Fuel" to all
CHAT: Dec 10 23:55:37 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "whats up Heli bro" to all
CHAT: Dec 10 23:55:49 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "GG" to all
CHAT: Dec 10 23:55:55 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "coming in for fuel to anapa then" to all
CHAT: Dec 10 23:56:01 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "and a rearm.. from the north" to all
CHAT: Dec 10 23:57:43 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I'm trying to figure out how to use mavricks lol" to all
CHAT: Dec 11 00:01:29 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "carrier??? on it" to all
CHAT: Dec 11 00:02:00 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "who can assist me on that carrier group F18s?" to all
CHAT: Dec 11 00:02:45 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "not equiped for it I'm running A/G" to all
CHAT: Dec 11 00:02:56 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "im going for the stenis F it" to all
CHAT: Dec 11 00:04:33 {name  = "Falle \"PIF\"", ucid = "24b6cd174fb82474626f8cd856b25a3b", ip = "87.72.88.141:50865", id = 8} said "F-18 I'm will support" to all
CHAT: Dec 11 00:06:43 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "lets see if i can kill it without these F18s wakingup on me" to all
CHAT: Dec 11 00:07:05 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I can bring Harpoons if you need it Liquid?" to all
CHAT: Dec 11 00:07:16 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "lets see .. ill voley it" to all
TEAM HIT: Dec 11 00:07:32 {players = {1 = {name  = "zeroFlaps", ucid = "fd257e0b8729ada70c543a43435ad5e1", ip = "91.13.255.43:49825", id = 14}1 = {name = 10_WEST_CVN74 with F/A-18C Lot 20
CHAT: Dec 11 00:07:34 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "f18s turned on me" to all
CHAT: Dec 11 00:07:48 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "I need to know soon though" to all
CHAT: Dec 11 00:08:09 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "94.193.242.178:64009", id = 32} said "stby watcvh" to all
CHAT: Dec 11 00:08:32 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "Landing stennis" to all
CHAT: Dec 11 00:10:12 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:50466", id = 23} said "He no flaps" to all
