CHAT: Jul 05 18:52:45 {name  = "Bouncer", ucid = "744fd6e07fef726ab97081def38534ae", ip = "94.195.35.143:54362", id = 3} said "we cant lauch because u cant land scary" to all
CHAT: Jul 06 19:51:57 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:54498", id = 8} said "im sorry" to all
TEAM HIT: Jul 06 21:36:52 {players = {1 = {name  = "Eagleheart", ucid = "a187bb28c0f929c884db9763854475c6", ip = "91.5.208.131:53959", id = 2}1 = {name = Baka 8-5 | Speedy4GT with SD-10
TEAM KILL: Jul 06 21:38:00 {players = {1 = {name  = "Eagleheart", ucid = "a187bb28c0f929c884db9763854475c6", ip = "nil", id = 2}1 = {name = Baka 8-5 | Speedy4GT with SD-10
TEAM HIT: Jul 06 22:33:46 {players = {1 = {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:52261", id = 11}1 = {name = Baka 8-5 | Speedy4GT with AIM-120C-5
CHAT: Jul 06 22:33:51 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:52261", id = 11} said "baka i am so sorry" to all
CHAT: Jul 06 22:33:58 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:34972", id = 23} said "all good" to all
TEAM KILL: Jul 06 22:34:21 {players = {1 = {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "nil", id = 11}1 = {name = Baka 8-5 | Speedy4GT with AIM-120C-5
CHAT: Jul 06 22:34:37 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:34972", id = 23} said "-forgive" to all (output suppressed by Slmod)
TEAM HIT: Jul 06 23:41:24 {players = {1 = {name  = "ralp2142", ucid = "aa607a2cb8bb8a4b9729b507c6d73e9a", ip = "95.182.250.244:1175", id = 6}1 = {name = TANKER130_BLUE#002-01 with M-61
TEAM HIT: Jul 06 23:41:25 {players = {1 = {name  = "ralp2142", ucid = "aa607a2cb8bb8a4b9729b507c6d73e9a", ip = "95.182.250.244:1175", id = 6}1 = {name = TANKER130_BLUE#002-01 with M-61
TEAM HIT: Jul 06 23:41:47 {players = {1 = {name  = "ralp2142", ucid = "aa607a2cb8bb8a4b9729b507c6d73e9a", ip = "95.182.250.244:1175", id = 6}1 = {name = TANKER130_BLUE#002-01 with M-61
TEAM KILL: Jul 06 23:42:30 {players = {1 = {name  = "ralp2142", ucid = "aa607a2cb8bb8a4b9729b507c6d73e9a", ip = "nil", id = 6}1 = {name = TANKER130_BLUE#002-01 with M-61
CHAT: Jul 06 23:53:05 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:54565", id = 8} said "rallp you have your mic on" to all
CHAT: Jul 06 23:53:24 {name  = "Danger", ucid = "d75d247f760c6ecde692e298a43c650d", ip = "75.90.94.183:50173", id = 7} said "rip" to all
TEAM HIT: Jul 07 00:24:02 {players = {1 = {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14}1 = {name = Cassini 1-4 DrChaos with AIM-120C-5
CHAT: Jul 07 00:24:14 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14} said "what?" to all
CHAT: Jul 07 00:24:19 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14} said "i am sorry" to all
CHAT: Jul 07 00:24:21 {name  = "Cassini 1-4 DrChaos", ucid = "d2aa0b645b47faf9a54aa91d82ad2ea6", ip = "77.102.115.204:53792", id = 11} said "oh dear" to all
CHAT: Jul 07 00:24:32 {name  = "Cassini 1-4 DrChaos", ucid = "d2aa0b645b47faf9a54aa91d82ad2ea6", ip = "77.102.115.204:53792", id = 11} said "lool it kl it looked very stray" to all
CHAT: Jul 07 00:24:45 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14} said "i locked on the flanker" to all
CHAT: Jul 07 00:25:10 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14} said "i ahve no idea how that happened" to all
CHAT: Jul 07 00:25:13 {name  = "Hound 1-1", ucid = "527441691f44ce901f7165994d6afa4d", ip = "81.196.3.21:58755", id = 14} said "i am sorry either way" to all
CHAT: Jul 07 00:25:58 {name  = "Cassini 1-4 DrChaos", ucid = "d2aa0b645b47faf9a54aa91d82ad2ea6", ip = "77.102.115.204:53792", id = 11} said "its kl no worries" to all
CHAT: Jul 07 00:47:42 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:54565", id = 8} said "TKS hOUND" to all
CHAT: Jul 07 18:28:03 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Strike at WP6" to all
CHAT: Jul 07 18:45:59 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Josh evade" to all
CHAT: Jul 07 18:46:25 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Yeah my bad lol" to all
CHAT: Jul 07 18:46:55 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Was in a world of my own" to all
CHAT: Jul 07 18:48:41 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Proceding to WP6" to all
CHAT: Jul 07 18:49:36 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Baka 8-5 F-4 30nm North" to all
CHAT: Jul 07 18:49:49 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "copy" to all
CHAT: Jul 07 18:51:53 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Dropping bombs now" to all
CHAT: Jul 07 18:56:09 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "i can get the btr" to all
CHAT: Jul 07 18:56:23 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Rgr 
Pushing WP7" to all
CHAT: Jul 07 18:56:33 {name  = "PulseSurfer", ucid = "06d2d4880ca35250abf220c9aa9fcc2f", ip = "46.223.163.80:15083", id = 9} said "hey everyone, is it me or do the external lights (hornet from carrier) do not emit ligh" to all
CHAT: Jul 07 18:56:43 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "press L" to all
CHAT: Jul 07 18:57:05 {name  = "PulseSurfer", ucid = "06d2d4880ca35250abf220c9aa9fcc2f", ip = "46.223.163.80:15083", id = 9} said "aaaa coool thanks! :)" to all
CHAT: Jul 07 18:57:11 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "np!" to all
CHAT: Jul 07 18:58:51 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "HAWK is a bit of a PITA" to all
CHAT: Jul 07 19:00:31 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "im RTB" to all
CHAT: Jul 07 19:01:40 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Mirage is hit" to all
CHAT: Jul 07 19:02:51 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "What base?" to all
CHAT: Jul 07 19:03:12 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "Haifa" to all
CHAT: Jul 07 19:03:20 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "I'll rtb there too" to all
CHAT: Jul 07 19:04:55 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Same, could use the fuel" to all
CHAT: Jul 07 19:08:53 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "On final" to all
CHAT: Jul 07 19:10:35 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "nice landing" to all
CHAT: Jul 07 19:10:51 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Short runway damn" to all
CHAT: Jul 07 19:11:01 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "thx" to all
CHAT: Jul 07 19:13:38 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Christ that was short" to all
CHAT: Jul 07 19:13:47 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "im doing mavs + harms" to all
CHAT: Jul 07 19:14:38 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Ill take JDAMs and CAP" to all
CHAT: Jul 07 19:14:40 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "actually no ill just do JDAMs" to all
CHAT: Jul 07 19:14:50 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "We need someone with HARMs" to all
CHAT: Jul 07 19:14:55 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "There's an SA-11" to all
CHAT: Jul 07 19:15:02 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "ah k ill keep em" to all
CHAT: Jul 07 19:17:32 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Ready to go" to all
CHAT: Jul 07 19:17:58 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Just upating DTC then same" to all
CHAT: Jul 07 19:18:28 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "gonna start taxi" to all
CHAT: Jul 07 19:19:28 {name  = "Ouragan99", ucid = "86578b245f575ebdfdce3225e4816f65", ip = "85.7.37.55:62963", id = 8} said "PulseSurfer, do you have the addon supercarrier?" to all
CHAT: Jul 07 19:21:02 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Youre brave doing joint TO on this runway xD" to all
CHAT: Jul 07 19:21:47 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Your speedbrakes are out" to all
CHAT: Jul 07 19:22:03 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "oh damn xd" to all
CHAT: Jul 07 19:23:52 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "resting at angels 15 this loadout has a lot of drag" to all
CHAT: Jul 07 19:24:01 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "I'mma go to 20" to all
CHAT: Jul 07 19:28:26 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Magnum" to all
CHAT: Jul 07 19:30:32 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Splash 1 F4" to all
CHAT: Jul 07 19:36:00 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "Su30 north" to all
CHAT: Jul 07 19:36:21 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Copy" to all
CHAT: Jul 07 19:37:57 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "Well i got the Su30 lol. Where you guys at?" to all
CHAT: Jul 07 19:38:09 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "king hussain" to all
CHAT: Jul 07 19:38:09 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "I died lol" to all
CHAT: Jul 07 19:38:16 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "damn SA-8 got me" to all
CHAT: Jul 07 19:38:23 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "same" to all
CHAT: Jul 07 19:38:45 {name  = "|269| Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:55027", id = 4} said "I'mma hop off been fun!" to all
CHAT: Jul 07 19:38:54 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:16586", id = 5} said "cya later man" to all
CHAT: Jul 07 19:38:55 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:62220", id = 6} said "In a bit dude :)" to all
CHAT: Jul 07 21:38:36 {name  = "|D| LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "66.44.7.36:62943", id = 9} said "tunr up your gmaa" to all
CHAT: Jul 07 21:38:44 {name  = "|D| LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "66.44.7.36:62943", id = 9} said "Turn*" to all
CHAT: Jul 07 21:51:23 {name  = "|D| LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "66.44.7.36:62943", id = 9} said "steel can you knock out that Hawk site?" to all
CHAT: Jul 08 02:12:52 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "anyone on SRS?" to all
CHAT: Jul 08 02:52:39 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "2 f19 inbd nasariyah" to all
CHAT: Jul 08 02:52:57 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "18*" to all
CHAT: Jul 08 02:53:09 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:25764", id = 4} said "copy" to all
CHAT: Jul 08 02:53:20 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:53847", id = 5} said "Copy dat" to all
CHAT: Jul 08 02:55:26 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "1 f18 clr of rwy" to all
CHAT: Jul 08 02:55:45 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "1 f18 on final" to all
CHAT: Jul 08 02:56:37 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "2 f18 clr of rwy" to all
CHAT: Jul 08 02:57:07 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:53847", id = 5} said "Copy" to all
CHAT: Jul 08 03:02:03 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "speedy and josh. we're gonna SEAD Al Quasar or however you spell it" to all
CHAT: Jul 08 03:02:19 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "Qusayr" to all
CHAT: Jul 08 03:04:02 {name  = "Baka 8-5 | Speedy4GT", ucid = "41a7153fdbfed3803c6f5d16024f88e7", ip = "45.92.47.144:25764", id = 4} said "copy that we'll air cover" to all
CHAT: Jul 08 03:44:21 {name  = "josh1quattro", ucid = "b53a9ad1697fad55d096deae21f64411", ip = "77.103.149.146:53847", id = 5} said "We're RTB for the second time, done our best to keep bandits off you while you SEAD" to all
TEAM HIT: Jul 08 03:45:22 {players = {1 = {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6}1 = {name = Gunslinger 1-2 | Ray with M-61
TEAM KILL: Jul 08 03:46:33 {players = {1 = {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "nil", id = 6}1 = {name = Gunslinger 1-2 | Ray with M-61
CHAT: Jul 08 03:46:50 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:62978", id = 6} said "-forgive" to all (output suppressed by Slmod)
CHAT: Jul 08 03:46:52 {name  = "Gunslinger 1-2 | Ray", ucid = "f1d527f67975d7a0c38fece5ad14a0aa", ip = "76.29.165.204:61381", id = 9} said "-forgive" to all (output suppressed by Slmod)
CHAT: Jul 08 10:15:53 {name  = "STRIKER 45", ucid = "195cc5412bf72686f999063e45e316f5", ip = "50.5.54.164:55416", id = 6} said "requesting CAP near AL Qusayr WP16" to all
CHAT: Jul 08 12:00:12 {name  = "PeeWee", ucid = "4c3191a29d23d374be92aecb15020492", ip = "82.64.158.60:51406", id = 3} said "good luck viper" to all
CHAT: Jul 08 12:00:59 {name  = "PeeWee", ucid = "4c3191a29d23d374be92aecb15020492", ip = "82.64.158.60:51406", id = 3} said "well belly landing" to all
CHAT: Jul 08 14:37:05 {name  = "Juffo-Wup", ucid = "599a6bd46c345ee48608540fa60af138", ip = "85.156.155.105:64309", id = 3} said "death to sams" to all
CHAT: Jul 08 20:56:14 {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:51171", id = 4} said "Is the TACAN on the tankers on right now?" to all
TEAM HIT: Jul 08 21:52:57 {players = {1 = {name  = "Splitsoul", ucid = "2c1ff5f4d80815243cb7ac6283ace6ff", ip = "125.230.215.88:64579", id = 2}1 = {name = 07_BLUE_UNITS_KHALKHALAH#001-01 with AGM-88C
TEAM HIT: Jul 08 21:53:02 {players = {1 = {name  = "Splitsoul", ucid = "2c1ff5f4d80815243cb7ac6283ace6ff", ip = "125.230.215.88:64579", id = 2}1 = {name = 07_BLUE_UNITS_KHALKHALAH#001-01 with AGM-88C
TEAM KILL: Jul 08 21:53:02 {players = {1 = {name  = "Splitsoul", ucid = "2c1ff5f4d80815243cb7ac6283ace6ff", ip = "nil", id = 2}1 = {name = 07_BLUE_UNITS_KHALKHALAH#001-01 with AGM-88C
CHAT: Jul 09 05:22:23 {name  = "JaKing", ucid = "151f0ae1bd5ece0e589772f665d695c8", ip = "66.252.194.189:39001", id = 4} said "-conv" to all (output suppressed by Slmod)
CHAT: Jul 09 05:35:50 {name  = "JAR", ucid = "fa43169be2f21d5712b40b91f3630796", ip = "87.200.203.127:53449", id = 7} said "I am going to try and clear out Golan if anyone wants to help please" to all
CHAT: Jul 09 21:10:41 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:51718", id = 4} said "yo whats the score with screenshots all mine are black???? has the server turned it off." to all
CHAT: Jul 09 21:11:35 {name  = "Kottal [DK]", ucid = "b459a715a4d251084059b26241227bd7", ip = "85.218.211.94:64028", id = 10} said "dunno" to all
CHAT: Jul 09 21:12:16 {name  = "|269| Wilk168", ucid = "0c5bfc1b8b395b5e27fd7d26158ab3ac", ip = "50.27.128.79:49895", id = 6} said "they are all black because its dark out" to all
CHAT: Jul 09 21:12:47 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:51718", id = 4} said "stupid got soem amazing photo chances but cant take them cause theyre coming up black as in blank" to all
CHAT: Jul 09 21:12:51 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:51718", id = 4} said "even cockpit shots" to all
CHAT: Jul 09 21:13:49 {name  = "|269| Wilk168", ucid = "0c5bfc1b8b395b5e27fd7d26158ab3ac", ip = "50.27.128.79:49895", id = 6} said "as far as i know the screen shots should not be turned off or broken, but its been a while since i" to all
CHAT: Jul 09 21:13:57 {name  = "|269| Wilk168", ucid = "0c5bfc1b8b395b5e27fd7d26158ab3ac", ip = "50.27.128.79:49895", id = 6} said "went to an admin meeting" to all
CHAT: Jul 09 21:14:35 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:51718", id = 4} said "copy that well cheers anyway Wilk" to all
CHAT: Jul 09 21:16:19 {name  = "|269| Wilk168", ucid = "0c5bfc1b8b395b5e27fd7d26158ab3ac", ip = "50.27.128.79:49895", id = 6} said "no prob" to all
TEAM HIT: Jul 09 21:19:46 {players = {1 = {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:62689", id = 3}1 = {name = TANKER135_BLUE#002-01 with AIM-9X
TEAM HIT: Jul 09 21:20:08 {players = {1 = {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:62689", id = 3}1 = {name = TANKER135_BLUE#002-01 with AIM-9X
TEAM KILL: Jul 09 21:20:13 {players = {1 = {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "nil", id = 3}1 = {name = TANKER135_BLUE#002-01 with AIM-9X
CHAT: Jul 09 21:28:48 {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:55075", id = 2} said "Can anyone get the tanker's TACAN to work?" to all
CHAT: Jul 09 21:29:32 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:51718", id = 4} said "Never tried" to all
CHAT: Jul 09 21:29:52 {name  = "|269| Wilk168", ucid = "0c5bfc1b8b395b5e27fd7d26158ab3ac", ip = "50.27.128.79:49895", id = 6} said "are you punching in 20" to all
CHAT: Jul 09 21:30:20 {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:55075", id = 2} said "Let me get airborne and try again" to all
CHAT: Jul 09 21:31:18 {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:55075", id = 2} said "Taking off from runway 14 at Ramat david" to all
CHAT: Jul 09 21:31:24 {name  = "Private 1-1", ucid = "5cfd4a7dec6eaea3e54b03d9c5b401b1", ip = "89.139.5.124:55075", id = 2} said "`nvm abort" to all
CHAT: Jul 09 22:41:26 {name  = "[SIG A101] DUMA", ucid = "26bca102a90c7f3f48abb82a7c145c4e", ip = "82.54.36.249:51042", id = 13} said "j" to all
CHAT: Jul 09 22:41:37 {name  = "[SIG A101] DUMA", ucid = "26bca102a90c7f3f48abb82a7c145c4e", ip = "82.54.36.249:51042", id = 13} said "get the fuck out the taxiway!" to all
CHAT: Jul 09 23:35:24 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "hi all" to all
CHAT: Jul 09 23:36:07 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "hi" to all
CHAT: Jul 09 23:36:33 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "how you doing" to all
CHAT: Jul 09 23:36:45 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "hi" to all
CHAT: Jul 09 23:37:01 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "mirage coming" to all
CHAT: Jul 09 23:37:05 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "carefull" to all
CHAT: Jul 09 23:37:14 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "also su30" to all
CHAT: Jul 09 23:37:18 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "hi Toro" to all
CHAT: Jul 09 23:37:20 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "tks" to all
CHAT: Jul 09 23:37:25 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "not crashed my plane today ... yet... so im doing OKish" to all
CHAT: Jul 09 23:37:40 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "goodd XD" to all
CHAT: Jul 09 23:39:54 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "drew" to all
CHAT: Jul 09 23:40:05 {name  = "TORO11", ucid = "71b7f097134613c7f92b11e850bdde41", ip = "84.78.248.60:31336", id = 21} said "go defensive" to all
CHAT: Jul 09 23:49:34 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "gg" to all
CHAT: Jul 09 23:50:08 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "yeahh" to all
CHAT: Jul 09 23:55:27 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "MR Janitor go for th
e ural" to all
CHAT: Jul 09 23:56:09 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "yeahh nice" to all
